RPTID	OPID	NAME	INTER	IDATE	DTHH	ACSTATE	ACCOUNTY	ACCITY	OFFSHORE	COOR	IFED	SPLOC	CSYS	ORGLK	ORGLO	ITMYR	CAUS	CAUSO	TFAT	EFAT	NFAT	TINJ	EINJ	NINJ	PRPTY	COMM	COMID	CLASS	LOSS	RECOV	FIRE	EXP	NMDIA	THK	SMYS	JNT	GRND	DSPRS	ACPRS	PRTST	DUR	MXPRS	TSTMM	TSTYY	CORLC	FACTD	FACAT	CORR	CORRO	CAULK	CAULO	PREVT	ONECL	ONEOT	EXCAL	TMPMK	RNAME	PHONE	TELRN	TELID	DOR	NARRATIVE
19970171	15774	PORTAL PIPELINE CO	Yes	19970920	800	ND	 	 	No	 	No	"PORTAL PIPE LINE COMPANY'S MAXBASS STATION, LOCATED 3 MILES WEST OF MAXBASS, ND"	TANK FARM	OTHER	TANK SUCTION LINE	1962	CORROSION	"CORROSION, INTERNAL"	0	0	0	0	0	0	5000	CRUDE OIL	1311110	1	50	45	No	No	12.75	0.25	42000	WELDED	BELOW GROUND	15	10	No	0	0	0	0	INTERNAL	Yes	Yes	GALVANIC	 	NO DATA	 	Null	NO DATA	 	Null	Null	"D. BURGESS, MANAGER OPERATIONS SERVICES"	2187250540	 	0	19971104	"ON SEPTEMBER 20TH AT 8:00 A.M., A MAXBASS GAUGER WHILE DOING ROUTINE DUTIES,FOUND 50 BARRELS OF CRUDE OIL INSIDE THE DIKE OF TANK 4004.  ALL OF THE OILWAS CONTAINED BY THE TANK DIKE.  AFTER THE OIL WAS RECOVERED AND THE 12""SUCTION PIPE WAS EXPOSED, DRAINED, AND REMOVED, IT WAS FOUND TO HAVE INTERNALCORROSION.  THIS ENTIRE 12"" PIPELINE WAS REPLACED WITH NEW PIPE."
19970172	18273	SHELL PIPELINE CORP	No	19971020	1005	TX	RUSK	 	No	 	No	"KILGORE-HOUSTON 10"", MILE POLE 158, 30 MILES SOUTH OF KILGORE NEAR HWY. 1798/839 INTERSECTION IN A SMALL CREEK BED."	LINE PIPE	PIPE	 	1931	CORROSION	"CORROSION, EXTERNAL"	0	0	0	0	0	0	180000	CRUDE OIL	1311110	1	500	340	No	No	10	0.28	35000	WELDED	BELOW GROUND	800	605	Yes	0	1000	0	31	EXTERNAL	Yes	Yes	OTHER	ATMOSPHERIC	DAMAGE BY OTHERS	 	Yes	ONE CALL	 	No	No	S.J. LANDREVILLE	7132412953	 	0	19971124	"AT AN UNKNOWN TIME, THE PIPE WAS DAMAGED BY UNKNOWN THIRD PARTY.  MECHANICALDAMAGE, COATING DAMAGE AND EXTERNAL CORROSION WERE PRESENT.  AN 8-INCH SPLITWAS LOCATED AT THE TOP OF THE PIPE.  THE FAILED PIPE WAS SENT TO AMETALURGICAL LABORATORY FOR ANALYSIS."
19970173	15851	PRIDE REFINING INC	No	19971023	1700	TX	FISHER	 	No	 	No	"2 MILES NE OF MCCAULLEY, TEXAS ON COUNTY ROAD 277"	LINE PIPE	PIPE	 	1948	CORROSION	"CORROSION, EXTERNAL"	0	0	0	0	0	0	5000	CRUDE OIL	1311110	1	100	0	No	No	4	0.24	25000	WELDED	BELOW GROUND	876	150	No	0	0	0	0	EXTERNAL	Yes	Yes	GALVANIC	 	NO DATA	 	Null	NO DATA	 	Null	Null	"JOHN T. MACON, PIPELINE MANAGER"	9156748231	 	0	19971124	AT APPROXIMATELY 5:00 P.M. ON 10-23-97 MCCAULLEY WATER DEPARTMENT CALLED OUROFFICE AND REPORTED A SPILL.  THE LINE WAS SHUT DOWN AND REPAIR CREWS WEREDISPATCHED.  BY APPROXIMATELY 11:00 P.M. ON 10-23-97 THE SECTION OF THE LINEWAS REPLACED.  CLEAN UP PROCEDURES ARE NOW IN PROGRESS PER STATE WIDE RULE #91.
19970174	443	AMOCO PIPELINE CO	No	19971016	920	TX	GRIMES	ROANS PRAIRIE	No	 	No	"APPROXIMATELY 1/4 EAST OF HIGHWAY 90 ON COUNTY ROAD 238 IN GRIMES COUNTY, TEXAS"	LINE PIPE	PIPE	 	1923	OTHER	DAMAGE BY OTHERS	0	0	0	0	0	0	200000	CRUDE OIL	1311110	1	200	175	No	No	8	0.29	25000	THREADED	BELOW GROUND	400	220	Yes	24	700	0	76	NO DATA	Null	Null	NO DATA	 	DAMAGE BY OTHERS	 	Yes	ONE CALL	 	Null	Null	"ANDRE PARKER, SUPERVISOR CRUDE"	4099386909	 	0	19971124	"GRIMES COUNTY MAINTAINER WAS GRADING DITCH ALONGSIDE COUNTY ROAD 238 (CR238)WHEN HE STRUCK PIPELINE WITH BLADE OF MAINTENER CREATING A 4"" GASH INPIPELINE.  PIPELINE WAS IN OPERATION AT THE TIME.  EMPLOYEE ON MAINTAINERNOTIFIED HIS SUPERVISOR WHO IN TURN NOTIFIED EMERGENCY PERSONNEL AND AMOCOPIPELINE CONTROL CENTER IN TULSA, OKLAHOMA.  AMOCO PIPELINE'S CONTROL CENTERHAD ALREADY SHUT THE PIPELINE DOWN AND WERE IN THE PROCESS OF DISPATCHINGPERSONNEL TO ISOLATE THE SYSTEM WHEN THEY WERE NOTIFIED."
19970176	30779	TORCH OPERATING COMPANY	Yes	19970928	2200		 	 	Yes	34/40/3 N 120/39/18.2 W	No	"LAT. 34 40 MIN. 03 SEC. NO. LONG. 120 39 MIN. 18.2 SEC W, SEE DRAWING ATTACHED"	LINE PIPE	WELDING FITTING	 		OTHER	FLANGE FAILURE	0	0	0	0	0	0	5000000	CRUDE OIL	1311110	1	170	78	No	No	20	0.69	46000	FLANGED	NO DATA	1354	600	Yes	12	2532	12	86	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	"ROBERT K. SMALLEY, DOT COORDINATOR"	 	 	0	19971121	"THE FAILURE OCCURRED UNDERWATER IN THE OCEAN DURING A PIG RUN.  A 20"" FLANGEFAILED AT THE NECK AREA BETWEEN THE ATTACHMENT WELD AND THE BOLTED AREA."
19970177	13131	CONOCO INC (AKA CONOCO PIPE LINE)	Yes	19971020	1324	OK	OTTAWA	 	No	 	No	"1 MILE SOUTHWEST OF WYANDOTTE, OK, NE/4 OF SECTION 32, TOWNSHIP 27 NORTH, RANGE 24 EAST, OTTAWA CO., OK"	LINE PIPE	PIPE	 	1930	INCORRECT OPERATION BY OPERATOR PERSONNEL	 	0	0	0	0	0	0	50000	GASOLINE	2911135	1	1959	5	No	No	10	0.37	35000	WELDED	BELOW GROUND	856	980	Yes	8	1070	8	84	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	"VANCE WEBB, DIRECTOR REGULATORY COMPLIANCE"	4057674845	 	0	19971120	SEE ATTACHMENT A.
19970178	2731	CHEVRON PIPELINE CO	Yes	19971030	900	TX	FREESTONE	WORTHAM	No	 	No	3 MILES EAST OF WORTHAM TEXAS ON HWY 27	TANK FARM	TANK	 	1920	OTHER	ROOF DRAIN HOSE FAILURE	0	0	0	0	0	0	2400	CRUDE OIL	1311110	1	150	135	No	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0	0	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	BILL JASPER	2813635422	 	0	19971112	AN EMPLOYEE FOUND OIL COMING FROM THE TANK ROOF DRAIN.  THE ROOD DRAIN VALVEWAS CLOSED AND THE LEVEL IN THE TANK WAS LOWERED TO PREVENT FURTHER LEAKAGE.THE TANK WAS TAKEN OUT OF SERVICE.
19980001	443	AMOCO PIPELINE CO	No	19971110	15	TX	HARRIS	HOUSTON	No	 	No	"9140 CURLEE ROAD (NEAR I-45 AND ALMEDA ROAD), HOUSTON, TX"	PUMPING STATION	OTHER	METER CASE	1994	INCORRECT OPERATION BY OPERATOR PERSONNEL	 	0	0	0	0	0	0	1000000	CRUDE OIL	1311110	1	5843	5800	No	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0	0	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	ANDRE PARKER - SUPERVISOR CRUDE	4099386909	 	0	19971218	"ON OCTOBER 1, 1997, METER #3 WAS REMOVED FROM SERVICE FOR REPAIRS,  THE METEROUTLET MOV WAS PLACED IN THE ""OFF"" POSITION FOR THE PURPOSE OF LOCK-OUT.  ONNOVEMBER 9, 1997, AT 7:04 P.M., THE CONTROLLER SELECTED THE ""AUTO"" PROCEDUREFOR THE SYSTEM START-UP.  THIS INCLUDED THE SELECTION OF METER #3 OUTLET MOV.AT 12:15 A.M. ON NOVEMBER 10, 1997, THE DELIVERY STARTED UP REMOTELY AND METER#3 MOV OPENED.  THIS ALLOWED OIL TO BACK FLOW INTO THE OPEN METER CASE.  THEMOV BREAKER WAS NOT IN THE ""OFF"" POSITION, ONLY THE LOCAL POSITIONER.  A TOTAL5843 BBLS WERE SPILLED -- 5800 BBLS WERE RECOVERED"
19980002	12127	MARATHON PIPE LINE CO	No	19971224	300				Yes	28:07:41.031N 92:48:55.6W	No	"LAT 28:07':41.031"" LONG 92:48':55.656"" POINT OF CONTACT WITH PIPELINE IS APPROXIMATELY 4600' NE OF ORYX'X PLATFORM ""A"" IN EAST CAMERON BLOCK"	LINE PIPE	PIPE		1975	OUTSIDE FORCE DAMAGE	SHIP ANCHOR	0	0	0	0	0	0	5000000	CRUDE OIL	1311110	1	15	0	No	No	8	0.5	42	WELDED	ABOVE GROUND	2920	750	Yes	24	3650	7	1975		Null	Null			SHIP ANCHOR		Null			Null	Null	"G.L. WIELAND, GULF COAST DISTRICT SUPERINTENDENT"	7132962426	 	      	19980123	"ON THE MORNING OF DECEMBER 24, 1997, MARATHON WAS INFORMED BY ORYX OF AN INCIDENT ON OUR EAST CAMERON 338 TO EAST CAMERON 321 8"" CRUDE OIL LINESEGMENT.  AN OUTSIDE FORCE (PRESUMABLY A SHIP ANCHOR OR DRILLING RIG) DRAGGEDTHE 8"" LINE CAUSING DAMAGE AT THE POINT OF CONTACT AS WELL AS TO PIPING,VESSELS AND DECKING ON ORYXX PLATFORM.  PIPING AND EQUIPMENT ON THE PLATFORMWAS DISPLACED SEVERAL FEET CAUSING A 4"" SECTION OF THE PLATFORM PIPING TOPART, RELEASING AN ESTIMATED 5 TO 15 GARRELS OF CRUDE OIL.  THE PRESSURE LOSSIN THE SYSTEM THEN CAUSED THE PLATFORM EMERGENCY SHUTDOWN SYSTEM TO BEACTIVATED."
19980003	30991	MOBIL OIL CORPORATION	Yes	19971223	2321	TX	TRINITY	GROVETON	No	 	No	"WOODED AREA 8 MILES SW OF GROVETON, TX OFF FM 355 HIGHWAY.  200' SOUTH OF FM 355 AT MOBIL PIPE LINE COMPANY'S GROVETON NGL STATION."	PUMPING STATION	VALVE	 	1971	OTHER	GASKET FAIL FLANG CHK VLV	0	0	0	0	0	0	20000	NATURAL GAS LIQUID	4908176	2	40	0	No	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0	0	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	"D.G. SCOTT, MANAGER, MAINLINE CRUDE/NGL OPERATIONS & MAINT."	2146585914	 	0	19980122	"ON 12/23/97 AT 2310 HRS, THE CO. SHERIFF'S OFFICE IN GROVETON, TX CALLED MOBILPIPE LINE COMPANY'S DALLAS OPERATIONS CONTROL CENTER TO REPORT THAT THEY HADRECEIVED A CALL COMPLAINING OF A GAS ODOR OFF FM ROAD 355, JUST SOUTH OF THECITY OF GROVETON, TX.  MOBIL VERIFIED THRU DELHI PERSONNEL IN THE VINCINITYTHAT A ""CLOUD"" WAS ORIGINATION FROM MOBIL'S GROVETON NGL PUMP STATION.  DALLASOPERATIONS CONTROL CENTER IMMEDIATELY NOTIFIED THE GROVETON CO. SHERRIF'SOFFICE TO BLOCK TRAFFIC IN THE AREA AND THEN DISPATCHED MOBIL PERSONNEL TO THESITE.  CONTROL CENTER PERSONNEL BEGAN SHUTTING DOWN THE PIPELINE SYSTEMFEEDING FROVETON NGL PUMP STATION.  THE STATION WAS ISOLATED AND REPAIR ANDCLEAN UP PROCEDURES INITIATED.  THE WAS NO FIRE, EXPLOSION, DEATHS ORINJURIES.  ALL REQUIRED GOVERNMENTAL AGENCIES WERE NOTIFIED IN ACCORDANCE WITHDOT REGULATIONS."
19980004	4906	EXXON PIPELINE CO	No	19971218	930	LA	 	MINDEN	No	 	Yes	HWY 159 NORTH PAST MINDEN 1/2 PAST CANEY LAKE RD. TURN RIGHT AT PARISH 15 RD TILL IT FORKS.  TURN RIGHT AT FORK TO PIPELINE CROSSING. 1/4 MILE TO LEAK SITE	PUMPING STATION	PIPE	 	1919	OUTSIDE FORCE DAMAGE	DAMAGE BY OTHERS	0	0	0	0	0	0	5000	NOT GIVEN	9999999	1	160	160	No	No	8	0.32	25	WELDED	ABOVE GROUND	248	0	No	0	0	0	0	NO DATA	Yes	Yes	OTHER	IMPRSD CURRENT	DAMAGE BY OTHERS	 	Yes	ONE CALL	 	No	No	J.B BACON AREA MANAGER	7136560649	 	0	19980116	DAMAGE BY OUTSIDE FORCES (3RD PARTY) THE PIPELINE WAS HIT BY A BRUSHHOG MOWINGEPC'S ROW.
19980005	4805	EXPLORER PIPELINE CO	Yes	19971216	1150	TX	TARRANT	 	No	 	No	HERITAGE INDUSTRIAL PARK - NORTH SIDE OF STATE HIGHWAY 26 APPROXIMATELY 1 MILE WEST OF STATE HIGHWAY 114.	LINE PIPE	PIPE	 	1973	OUTSIDE FORCE DAMAGE	DAMAGE BY OTHERS	0	0	0	0	0	0	100000	JET FUEL	2911130	3	64	40	No	No	8	0.19	35000	WELDED	BELOW GROUND	800	20	Yes	24	1000	8	73	NO DATA	Null	Null	NO DATA	 	DAMAGE BY OTHERS	 	Yes	ONE CALL	 	No	No	ROD E. SANDS - VICE PRESIDENT OPERATIONS	9184935106	 	0	19980115	"ON DECEMBER 16, 1997 AT 1150 HOURS EXPLORER'S CENTRAL CONTROL CENTER IN TULSA,OK RECEIVED A PHONE CALL FROM A LANDSCAPE CONTRACTOR PLANTING TREES IN THECITY OF SOUTHLAKE, TX.  THE CALLER REPORTED THAT HE HAD HIT A PIPELINE WHILEEXCAVATING WITH A TREE PLANTING MACHINE AND FUEL WAS ESCAPING.  HE USED ACELLULAR PHONE TO CALL EXPLORER'S EMERGENCY NUMBER SHOWN ON A NEARBY LINEMARKER AND CALL 911 TO ADVISE LOCAL RESPONSE AUTHORITIES.  EXPLORER'S 8""JET FUEL LINE WAS NOT OPERATING AT THE TIME OF DAMAGE.  THE 8"" LINE IN THISAREA IS LOCATED ON THE NORTH SIDE AND WITHIN DALLAS AREA RAPID TRANSIT(DART) RAILROAD RIGHT-OF-WAY.  EXPLORER'S RESPONSE TEAM WAS ACTIVATED AND ANEMPLOYEE FROM THE GREENVILLE AREA OFFICE ARRIVED ON THE SITE AT 1220 HOURS.IT WAS CONFIRMED THAT EXPLORER'S 8"" LINE HAD BEEN PUNCTURED AND JET FUEL WASESCAPING AND RUNNING DOWN A DRAINAGE DITCH PARALLEL TO A RAILROAD TRACK,THROUGH A CULVERT, AND UNDER THE TRACK AND UNDER ADJACENT HIGHWAY 26.  VACUMNTRUCKS, EXPLORER'S MAINTENANCE CONTRACTOR AND ENVIRONMENTAL CONTRACTOR WEREDISPATCHED TO THE SITE.  THE BLOCK VALVE AT MILEPOST 53.2 WAS CLOSED.  THECITY OF SOUTHLAKE FIRE DEPARTMENT ALSO RESPONDED, CONTROLLING VEHICLE TRAFFICAT THE SITE AND BUILDING A SMALL EARTHEN DAM APPROXIMATELY 100 FEET SOUTH OFHIGHWAY 26 TO PREVENT POSSIBLE MIGRATION OF PRODUCT BEYOND THAT POINT. THETREE PLANTING MACHINE WAS REMOVED FROM OVER THE PIPELINE AND THE AREA AROUNDTHE DAMAGED PIPE WAS EXCAVATED.  PRODUCT WAS EVACUATED FROM THE LINE WITHVACUMN TRUCKS AND A TEMPORARY PLIDCO SPLIT SLEEVE WAS INSTALLED BY 1900 HOURSTO PREVENT ANY ADDTIONAL JET FUEL RELEASE.  ON DECEMBER 17, 1997, THE ENTIREAREA OF 8"" LINE WHERE THE LANDSCAPE CONTRACTOR HAD BEEN PLANTING TREES WASEXCAVATED AND INSPECTED.  THREE ADDITIONAL AREAS OF PIPE DAMAGE WERE FOUND.THE FOUR DAMAGED AREAS OF PIPE WERE REMOVED AND REPLACED WITH HYDROSTATICALLYTESTED PIPE.  THE LINE WAS REFILLED AND RETURNED TO SERVICE AT 0900 HOURSDECEMBER 17, 1977.  CONTAMINATED SOIL IS BEING REMOVED FROM THE AREA ANDTRANSPORTED TO AN APPROVED DISPOSAL SITE."
19980006	300	ALL AMERICAN PIPELINE CO	Yes	19971213	945	CA	SAN BERNARDINO	 	No	 	No	"SECTION 5, T5N, R12E (MAP ATTACHED)"	LINE PIPE	PIPE	 	1985	CORROSION	"CORROSION, EXTERNAL"	0	0	0	0	0	0	290000	CRUDE OIL	1311110	1	12884	5212	No	No	30	0.28	70000	WELDED	BELOW GROUND	944	696	Yes	24	1189	5	86	EXTERNAL	Yes	Yes	GALVANIC	 	NO DATA	 	Null	NO DATA	 	Null	Null	"JORDAN JANAK, DIRECTOR, REGULATORY COMPLIANCE"	8056645345	 	0	19980109	"ON DECEMBER 13, 1997 AT APPROXIMATELY 0945 PST, ALL AMERICAN PIPELINECOMPANY'S AERIAL SURVEY PILOT REPORTED A SMALL AREA ON THE RIGHT-OF-WAY THATAPPEARED TO BE DISCOLORED BY CRUDE OIL.  AN ON-GROUND INVESTIGATION CONFIRMEDA CRUDE OIL LEAK.  BASED ON THE AREA AND DEPTH OF CONTAMINATION ESTABLISHED BYTHE INITIAL INVESTIGATION, THE TOTAL AMOUNT OF LEAKAGE WAS ESTIMATED ATAPPROXIMATELY 20 BARRELS.  EQUIPMENT, MATERIALS AND PERSONNEL WERE IMMEDIATELYMOBILIZED TO REPAIR THE PIPELINE AND BEGIN CLEAN-UP OPERATIONS.  THE LEAKRESULTED FROM APPROXIMATELY A 3/16-INCH DIAMETER PINHOLE CAUSED BY LOCALIZED,EXTERNAL CORROSION.  THE CORROSION WAS IN AN AREA WHERE THE POLYKEN TAPECOATING APPEARED DEFECTIVE.  A FULL ENCIRCLEMENT STEEL SLEEVE WAS WELDED ONTOTHE PIPELINE TO REPAIR THE CORROSION AREA.  THE REPAIR WAS COMPLETED ONDECEMBER 14, 1997 AT APPROXIMATELY 1520 PST.  AN EVALUATION OF INFORMATIONGATHERED DURING THE REPAIR OF THE PIPELINE PERFORMED MONDAY MORNING DECEMBER15, INDICATED THAT THE SIZE OF THE LEAK WAS IN EXCESS OF 50 BARRELS.  BASEDON THE INFORMATION AVAILABLE AT THAT TIME, THE AMOUNT OF CRUDE OIL LEAKED WASESTIMATED AT 400 BARRELS.  THE NRC WAS NOTIFIED AS SOON AS IT WAS DETERMINEDTHAT THE SPILL WAS REPORTABLE UNDER FEDERAL REGULATIONS.  EXTENSIVEEXCAVATION TO DETERMINE THE TOTAL AREA AFFECTED BY THE LEAK CONDUCTEDSUBSEQUENT TO THE DATE THE LEAK WAS REPORTED TO THE NRC HAS RESULTED, AS OFJANUARY 6, 1998, IN THE RECOVERY OF 1605 BARRELS OF CRUDE OIL.  EFFORTS TORECOVER CRUDE OIL THAT LEAKED WILL CONTINUE AS LONG AS THESE EFFORTS REMAINEFFECTIVE.  BASED ON THE DATA AVAILABLE THE DATE OF THIS REPORT, IT ISESTIMATED THAT A TOTAL OF 5530 BARRELS OF CRUDE OIL LEAKED FROM THE PIPELINE.A FINAL ESTIMATE WILL NOT BE POSSIBLE UNTIL EFFORTS TO RECOVER AS MUCH OF THELEAKED OIL AS POSSIBLE ARE COMPLETE AND FINAL SITE CHARACTERIZATION DATA ISOBTAINED.  A FINAL ESTIMATE OF THE AMOUNT OF OIL LEAKED AND THE TOTAL AMOUNTRECOVERED WILL BE PROVIDED IN A FOLLOW-UP REPORT WHEN THIS DATA IS AVAILABLE.ALL AMERICAN IS COORDINATING WITH CALIFORNIA STATE AUTHORITIES TO MITIGATE THEAREA THAT WAS IMPACTED BY THE LEAK."
19980008	26127	CHEVRON PIPELINE CO	No	19971204	1730	CA	SAN JOAQUIN	 	No	 	No	".3 MILE SOUTH OF SOUTH BIRD ROAD, TRACY CA"	LINE PIPE	PIPE	 	1946	CORROSION	"CORROSION, EXTERNAL"	0	0	0	0	0	0	100000	CRUDE OIL	1311110	1	4	4	No	No	20	0.3	35	WELDED	BELOW GROUND	714	450	Yes	4	880	5	97	EXTERNAL	Yes	Yes	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	"MICHAEL GARRETT, PIPELINER"	5107532007	 	0	19980102	CORROSION LEAK AT 7:00 POSITION ON PIPE RELEASED A SMALL AMOUNT OF OIL (4BBLS) TO THE SOIL.  THE SOIL WAS WET FROM THE RAIN CAUSING THE OIL TO SPREADOUT OVER A LARGER THAN NORMAL SURFACE AREA.  NO IMPACT TO WATER OCCURED.
19980009	12470	MID - VALLEY PIPELINE CO	Yes	19971212	330	OH	WOOD	 	No	 	No	"5152 ROCK RIDGE ROAD, CYGNET, OH - MVPL PUMPROOM"	PUMPING STATION	OTHER	"1/2"" SS BEARING LUBE LINE"	1997	OTHER	STAINLESS STEEL FITTING	0	0	0	0	0	0	40000	CRUDE OIL	1311110	3	100	0	No	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0	0	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	"EDITH F. COEN, MGR. HES WESTERN AREA"	9185866942	 	0	19980105	"AT APPROXIMATELY 0330 EASTERN STANDARD TIME, A 1/2"" STAINLESS STEEL FITTINGLOCATED IN A BEARING COOLING/LUBRICATION LINE ON A MAINLINE PUMP FAILED,ALLOWING CRUDE OIL TO ESCAPE FROM THE LINE."
19980010	22855	"KOCH PIPELINE COMPANY, L.P."	No	19971217	1030	TX	COLEMAN	COLEMAN	No	 	No	"TAKE HWY 84 SOUTH OF COLEMAN, TX TO FM ROAD 568, GO EAST C. 6 MILES TO FM ROAD 1176, TURN NORTH C. 1 MILE LEAK LOCATED ON WEST SIDE OF ROAD."	LINE PIPE	PIPE	 	1928	CORROSION	"CORROSION, EXTERNAL"	0	0	0	0	0	0	5000	CRUDE OIL	1311110	1	200	0	No	No	8	0.32	25000	WELDED	BELOW GROUND	741	250	No	0	0	0	0	EXTERNAL	No	Yes	GALVANIC	 	NO DATA	 	Null	NO DATA	 	Null	Null	"JOHN T. MACON, PIPELINE MANAGER"	9156748231	 	0	19980102	SPILL WAS REPORTED ON 12-17-97 TO OUR HAWLEY OFFICE.  PIPELINE WAS SHUT DOWNAND CREWS WERE DISPATCHED TO CLAMP LEAK AND BEGIN CLEAN UP.  AREA WILL BECLEANED UP PER STATE WIDE RULE 91.
19980011	19223	SUN PIPELINE CORP - GENERAL WASH BLDG	Yes	19971202	857	NJ	MIDDLESEX	PISCATAWAY	No	 	No	"SEELEY AVENUE, CENTENNIAL SQUARE MALL CONSTUCTION SITE IN PISCATAWAY, NJ.  C. 500 YARDS NORTHWEST OF THE SUNOCO MARKETING TERMINAL ON STELTON ROAD."	LINE PIPE	PIPE	 	1956	OUTSIDE FORCE DAMAGE	DAMAGE BY OTHERS	0	0	0	0	0	0	0	GASOLINE	2911135	1	291	170	No	No	14	0.25	42000	WELDED	BELOW GROUND	1200	320	Yes	50	1500	11	56	NO DATA	Null	Null	NO DATA	 	DAMAGE BY OTHERS	 	Yes	ONE CALL	 	No	Yes	"ALAN D. GILLIE, EASTERN AREA LOGISTICS HEALTH, ENVIRO SAFETY"	2159773344	 	0	19980102	"THE ACCIDENT WAS CAUSED BY A TRACKHOE OPERATOR EMPLOYED BY PELLARI BROS., ANEXCAVATION CONTRACTOR WORKING ON THE CENTENNIAL SQUARE MALL PROJECT.  THECONTRACTOR'S TRACKHOE HIT THE PIPELINE WHILE DIGGING A TRENCH.  AS A NORMALPREVENTATIVE ACTION, SUN PIPE LINE HAD PLACED HIGHLY VISIBLE PIPELINE MARKERSTO IDENTIFY THE LOCATION OF THE UNDERGROUND PIPE.  ALSO IN PLACE WAS THE ""ONECALL"" SYSTEM.  THIS COMMUNICATION GIVES ANY EXCAVATION CONTRACTOR PERTINENTINFORMATION ON THE LOCATION OF UNDERGROUND PIPELINES AND UTILITIES BEFOREDIGGING BEGINS."
19980012	9175	JAYHAWK PIPELINE L.L.C.	Yes	19971126	1300	KS	MORTON	ROLLA	No	 	Yes	"SW 1/4, SECTION 27, TOWNSHIP 34 SOUTH, RANGE 40 WEST, IN MORTON COUNTY, KANSAS, 4 1/2 MILES SOUTH AND 2 MILES WEST OF ROLLA, KANSAS."	LINE PIPE	PIPE	 	1958	CORROSION	"CORROSION, INTERNAL"	0	0	0	0	0	0	4000	CRUDE OIL	1311110	1	76	0	No	No	6.63	0.19	35000	WELDED	BELOW GROUND	1000	160	Yes	8	1430	0	58	INTERNAL	Yes	Yes	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	"ALLEN R. WILKERSON, SUPERINTENDENT OF OPERATIONS"	3162419270	 	0	19971215	"AT 1300 HOURS ON NOVEMBER 26, 1997, JAYHAWK'S AIR PATROL REPORTED LEAK ONJAYHAWK'S 6-INCH GATHERING LINE.  BY 1400 HOURS, BLOCK VALVES ON EACH SIDE OFLEAK HAD BEEN CLOSED AND SECURED.  BY 1600 HOURS A TEMPORARY REPAIR WASCOMPLETED AND ON DECEMBER 5, 1997 AN 18-INCH FULL ENCIRCLEMENT WAS INSTALLEDFOR FINAL REPAIR.  CLEAN UP WAS DONE BY BURNING AND SOIL REMEDIATION WITH THEAPPROVAL OF KANSAS HEALTH AND ENVIRONMENT AND USDA FOREST SERVICE."
19980013	443	AMOCO PIPELINE CO	No	19971129	1600	OK	PAYNE	 	No	 	No	"SW 1/4 SECTION 14, TOWNSHIP 17N, RANGE 5E CUSHING TO FREEMAN LINE SEGMENT, CUSHING TERMINAL MANIFOLD"	PUMPING STATION	OTHER	"2"" DRAIN PLUG ON 20"" STRN"	1984	CORROSION	"CORROSION, INTERNAL"	0	0	0	0	0	0	100000	CRUDE OIL	1311110	1	6500	6400	No	No	0	0	0	NO DATA	NO DATA	0	0	Null	0	0	0	0	INTERNAL	Yes	Yes	OTHER	TO BE DETERMINED	NO DATA	 	Null	NO DATA	 	Null	Null	"TERRY HUTSON, TEAMLEADER- CUSHING CORE TEAM"	9182231101	 	0	19971223	"2"" PLUG IN 20"" STRAINER BLEW OUT DUE TO INTERNAL CORROSION."
19980014	25133	TEXACO TRADING & TRANSPORTATION INC	No	19971119	1015	CA	CONTRA COSTA	 	No	 	No	MOCOCO ROAD AND WATER FRONT ROAD EAST OF 680 FREEWAY - IN MARSH LAND.	LINE PIPE	PIPE	 	1983	CORROSION	"CORROSION, EXTERNAL"	0	0	0	0	0	0	2000000	CRUDE OIL	1311110	1	40	35	No	No	20	0.25	52000	WELDED	BELOW GROUND	745	150	Yes	4	934	3	94	EXTERNAL	Yes	Yes	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	RICHARD E. KELLY	8053270110	 	0	19971223	ELL HAS EXTERNAL CORROSION AND DEVELOPED SMALL HOLE.
